2026/09/13 13:07:00.082, 0, 12288, 418, 11698
2026/09/13 13:07:00.289, 0, 12288, 511, 11605
2026/09/13 13:07:00.497, 0, 12288, 511, 11605
2026/09/13 13:07:00.704, 0, 12288, 511, 11605
2026/09/13 13:07:00.912, 0, 12288, 511, 11605
2026/09/13 13:07:01.120, 0, 12288, 511, 11605
2026/09/13 13:07:01.327, 0, 12288, 511, 11605
2026/09/13 13:07:01.536, 0, 12288, 1535, 10581
2026/09/13 13:07:01.743, 0, 12288, 9983, 2133
2026/09/13 13:07:01.950, 0, 12288, 10197, 1919
2026/09/13 13:07:02.157, 0, 12288, 10197, 1919
2026/09/13 13:07:02.365, 0, 12288, 10197, 1919
2026/09/13 13:07:02.571, 0, 12288, 10197, 1919
2026/09/13 13:07:02.778, 0, 12288, 10197, 1919
2026/09/13 13:07:02.986, 0, 12288, 10197, 1919
2026/09/13 13:07:03.192, 0, 12288, 10197, 1919
2026/09/13 13:07:03.400, 0, 12288, 10197, 1919
2026/09/13 13:07:03.607, 0, 12288, 10197, 1919
2026/09/13 13:07:03.813, 0, 12288, 10197, 1919
2026/09/13 13:07:04.020, 0, 12288, 10197, 1919
2026/09/13 13:07:04.227, 0, 12288, 10197, 1919
2026/09/13 13:07:04.433, 0, 12288, 10197, 1919
2026/09/13 13:07:04.641, 0, 12288, 10197, 1919
2026/09/13 13:07:04.847, 0, 12288, 10197, 1919
2026/09/13 13:07:05.055, 0, 12288, 11613, 503
2026/09/13 13:07:05.263, 0, 12288, 11629, 487
2026/09/13 13:07:05.471, 0, 12288, 11629, 487
2026/09/13 13:07:05.676, 0, 12288, 11629, 487
2026/09/13 13:07:05.884, 0, 12288, 11629, 487
2026/09/13 13:07:06.092, 0, 12288, 11629, 487
2026/09/13 13:07:06.298, 0, 12288, 11629, 487
2026/09/13 13:07:06.506, 0, 12288, 11629, 487
2026/09/13 13:07:06.714, 0, 12288, 11629, 487
2026/09/13 13:07:06.921, 0, 12288, 11629, 487
2026/09/13 13:07:07.127, 0, 12288, 11629, 487
2026/09/13 13:07:07.334, 0, 12288, 11631, 485
2026/09/13 13:07:07.542, 0, 12288, 11817, 299
2026/09/13 13:07:07.749, 0, 12288, 11819, 297
2026/09/13 13:07:07.955, 0, 12288, 11819, 297
2026/09/13 13:07:08.164, 0, 12288, 11819, 297
2026/09/13 13:07:08.372, 0, 12288, 11851, 265
2026/09/13 13:07:08.580, 0, 12288, 11851, 265
2026/09/13 13:07:08.787, 0, 12288, 11851, 265
2026/09/13 13:07:08.995, 0, 12288, 11851, 265
2026/09/13 13:07:09.203, 0, 12288, 11851, 265
2026/09/13 13:07:09.408, 0, 12288, 11851, 265
2026/09/13 13:07:09.615, 0, 12288, 11851, 265
2026/09/13 13:07:09.823, 0, 12288, 11851, 265
2026/09/13 13:07:10.031, 0, 12288, 11851, 265
2026/09/13 13:07:10.239, 0, 12288, 11851, 265
2026/09/13 13:07:10.447, 0, 12288, 11851, 265
2026/09/13 13:07:10.654, 0, 12288, 11851, 265
2026/09/13 13:07:10.860, 0, 12288, 11851, 265
2026/09/13 13:07:11.064, 0, 12288, 11851, 265
2026/09/13 13:07:11.271, 0, 12288, 11851, 265
2026/09/13 13:07:11.477, 0, 12288, 11851, 265
2026/09/13 13:07:11.684, 0, 12288, 11851, 265
2026/09/13 13:07:11.892, 0, 12288, 11851, 265
2026/09/13 13:07:12.100, 0, 12288, 11851, 265
2026/09/13 13:07:12.308, 0, 12288, 11851, 265
2026/09/13 13:07:12.516, 0, 12288, 11851, 265
2026/09/13 13:07:12.724, 0, 12288, 11851, 265
2026/09/13 13:07:12.932, 0, 12288, 11851, 265
2026/09/13 13:07:13.138, 0, 12288, 11851, 265
2026/09/13 13:07:13.344, 0, 12288, 11851, 265
2026/09/13 13:07:13.549, 0, 12288, 11851, 265
2026/09/13 13:07:13.756, 0, 12288, 11851, 265
2026/09/13 13:07:13.963, 0, 12288, 11851, 265
2026/09/13 13:07:14.170, 0, 12288, 11851, 265
2026/09/13 13:07:14.374, 0, 12288, 11851, 265
2026/09/13 13:07:14.582, 0, 12288, 11851, 265
2026/09/13 13:07:14.789, 0, 12288, 11851, 265
2026/09/13 13:07:14.994, 0, 12288, 11851, 265
2026/09/13 13:07:15.201, 0, 12288, 11851, 265
2026/09/13 13:07:15.409, 0, 12288, 11851, 265
2026/09/13 13:07:15.616, 0, 12288, 11851, 265
2026/09/13 13:07:15.824, 0, 12288, 11851, 265
2026/09/13 13:07:16.030, 0, 12288, 11851, 265
2026/09/13 13:07:16.238, 0, 12288, 11851, 265
2026/09/13 13:07:16.445, 0, 12288, 11851, 265
2026/09/13 13:07:16.653, 0, 12288, 11851, 265
2026/09/13 13:07:16.860, 0, 12288, 11851, 265
2026/09/13 13:07:17.066, 0, 12288, 11851, 265
2026/09/13 13:07:17.273, 0, 12288, 11851, 265
2026/09/13 13:07:17.481, 0, 12288, 11851, 265
