2026/09/10 09:47:57.804, 0, 12288, 343, 11773
2026/09/10 09:47:58.011, 0, 12288, 435, 11681
2026/09/10 09:47:58.219, 0, 12288, 435, 11681
2026/09/10 09:47:58.425, 0, 12288, 435, 11681
2026/09/10 09:47:58.633, 0, 12288, 435, 11681
2026/09/10 09:47:58.838, 0, 12288, 435, 11681
2026/09/10 09:47:59.046, 0, 12288, 435, 11681
2026/09/10 09:47:59.253, 0, 12288, 5683, 6433
2026/09/10 09:47:59.459, 0, 12288, 10121, 1995
2026/09/10 09:47:59.667, 0, 12288, 10121, 1995
2026/09/10 09:47:59.875, 0, 12288, 10121, 1995
2026/09/10 09:48:00.078, 0, 12288, 10121, 1995
2026/09/10 09:48:00.289, 0, 12288, 10121, 1995
2026/09/10 09:48:00.490, 0, 12288, 10121, 1995
2026/09/10 09:48:00.697, 0, 12288, 10121, 1995
2026/09/10 09:48:00.905, 0, 12288, 10121, 1995
2026/09/10 09:48:01.129, 0, 12288, 10121, 1995
2026/09/10 09:48:01.336, 0, 12288, 10121, 1995
2026/09/10 09:48:01.543, 0, 12288, 10121, 1995
2026/09/10 09:48:01.750, 0, 12288, 10121, 1995
2026/09/10 09:48:01.957, 0, 12288, 10121, 1995
2026/09/10 09:48:02.165, 0, 12288, 10121, 1995
2026/09/10 09:48:02.372, 0, 12288, 10121, 1995
2026/09/10 09:48:02.580, 0, 12288, 11553, 563
2026/09/10 09:48:02.783, 0, 12288, 11553, 563
2026/09/10 09:48:02.985, 0, 12288, 11553, 563
2026/09/10 09:48:03.186, 0, 12288, 11553, 563
2026/09/10 09:48:03.387, 0, 12288, 11553, 563
2026/09/10 09:48:03.591, 0, 12288, 11553, 563
2026/09/10 09:48:03.794, 0, 12288, 11553, 563
2026/09/10 09:48:03.997, 0, 12288, 11553, 563
2026/09/10 09:48:04.200, 0, 12288, 11553, 563
2026/09/10 09:48:04.404, 0, 12288, 11553, 563
2026/09/10 09:48:04.611, 0, 12288, 11553, 563
2026/09/10 09:48:04.819, 0, 12288, 11553, 563
2026/09/10 09:48:05.027, 0, 12288, 11553, 563
2026/09/10 09:48:05.235, 0, 12288, 343, 11773
2026/09/10 09:48:05.443, 0, 12288, 343, 11773
2026/09/10 09:48:05.650, 0, 12288, 343, 11773
2026/09/10 09:48:05.858, 0, 12288, 343, 11773
2026/09/10 09:48:06.066, 0, 12288, 343, 11773
2026/09/10 09:48:06.274, 0, 12288, 343, 11773
